year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,torque_nm,max_torque_rpm,brand
2015,35000,Petrol,Individual,Manual,Third Owner,19.44,1198,67.0,7,104.0,4000.0,Datsun
2017,67000,CNG,Individual,Manual,First Owner,33.44,796,40.3,4,60.0,3500.0,Maruti
2011,80600,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,5,190.0,2000.0,Maruti
2013,58609,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5,74.5,4000.0,Hyundai
2016,33003,Petrol,Individual,Manual,First Owner,15.7,1172,67.0,5,96.0,2500.0,Fiat
2016,43000,CNG,Individual,Manual,Second Owner,26.6,998,58.16,5,77.0,3500.0,Maruti
2016,16500,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,114.7,4000.0,Hyundai
2013,165500,Diesel,Individual,Manual,Second Owner,14.0,2523,75.0,9,200.0,2200.0,Mahindra
2018,30000,Diesel,Individual,Manual,First Owner,21.5,1497,108.5,5,260.0,2750.0,Tata
2010,70000,Diesel,Individual,Manual,Second Owner,19.09,1396,69.0,5,135.0,2500.0,Tata
2003,170000,Petrol,Individual,Manual,Third Owner,17.3,993,60.0,5,78.0,4500.0,Maruti
2011,120000,Diesel,Individual,Manual,Third Owner,21.0,1461,64.1,5,160.0,2000.0,Mahindra
1998,47990,Diesel,Individual,Manual,Second Owner,19.369999,1248,81.86,5,160.0,3000.0,Mahindra
2014,168000,Diesel,Individual,Manual,Second Owner,22.3,1248,74.0,5,190.0,3000.0,Tata
2017,60000,Diesel,Individual,Manual,Second Owner,25.8,1498,98.6,5,200.0,1750.0,Honda
2008,120000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,62.0,3000.0,Maruti
2016,5800,Petrol,Individual,Manual,Second Owner,20.51,998,67.04,5,90.0,3500.0,Maruti
2010,68700,Petrol,Individual,Manual,Third Owner,19.0,998,66.1,5,90.0,3500.0,Maruti
2007,108000,Petrol,Individual,Manual,Third Owner,13.9,1599,103.2,5,146.12,3000.0,Hyundai
2011,60000,Petrol,Individual,Manual,Second Owner,16.47,1198,73.9,5,110.0,3750.0,Volkswagen
2016,17000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,74.5,4000.0,Hyundai
2018,5000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5,90.0,3500.0,Maruti
2017,60000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5,200.0,1750.0,Maruti
2017,15000,Diesel,Individual,Manual,First Owner,17.1,1956,170.0,5,350.0,2500.0,Jeep
2016,50000,Petrol,Individual,Manual,Second Owner,16.2,995,62.1,5,90.3,4200.0,Chevrolet
2016,60000,Diesel,Individual,Manual,Second Owner,25.44,936,56.3,5,142.5,1750.0,Chevrolet
2014,72000,Petrol,Individual,Manual,First Owner,19.1,1197,85.8,5,114.0,4000.0,Maruti
2012,195000,Diesel,Individual,Manual,Second Owner,21.12,1248,88.8,5,200.0,3000.0,Tata
2012,70000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,74.5,4000.0,Hyundai
2013,83000,Diesel,Individual,Manual,First Owner,23.08,1461,63.1,5,160.0,2000.0,Nissan
2012,100000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5,74.5,4000.0,Hyundai
2015,25000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5,113.0,4200.0,Maruti
2016,50000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5,190.0,2000.0,Maruti
2012,67000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,7,200.0,1750.0,Maruti
2011,30000,Petrol,Individual,Manual,First Owner,19.0,998,67.1,5,90.0,3500.0,Maruti
2013,85000,Diesel,Individual,Manual,First Owner,23.08,1461,63.12,5,160.0,2000.0,Renault
2018,25000,Diesel,Individual,Manual,First Owner,16.55,2498,105.0,6,247.0,2000.0,Mahindra
2007,170000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,8,200.06,3400.0,Toyota
2014,110000,Diesel,Individual,Manual,First Owner,14.0,2523,75.0,8,200.0,2200.0,Mahindra
2011,80000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,5,259.8,2750.0,Hyundai
2014,31000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5,90.0,3500.0,Maruti
2014,100000,Diesel,Individual,Manual,First Owner,24.0,1120,70.0,5,160.0,2750.0,Hyundai
2016,130000,Diesel,Individual,Manual,First Owner,17.45,1493,100.0,7,240.0,2800.0,Mahindra
2016,20000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5,90.0,3500.0,Maruti
2017,60000,Diesel,Individual,Manual,First Owner,22.77,1498,98.59,5,205.0,3250.0,Ford
2013,102996,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,5,190.0,2000.0,Maruti
2019,5000,Diesel,Individual,Manual,First Owner,17.3,1497,121.0,7,300.0,2500.0,Mahindra
2016,120000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,7,240.0,2800.0,Mahindra
2015,60000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5,219.7,2750.0,Hyundai
2012,129000,Diesel,Individual,Manual,Third Owner,15.1,2179,140.0,7,330.0,2800.0,Mahindra
2015,67000,Diesel,Individual,Manual,First Owner,21.2,1248,75.0,5,197.0,1750.0,Fiat
2010,120000,Diesel,Individual,Manual,Fourth & Above Owner,13.93,2179,138.03,7,320.0,2700.0,Tata
2015,96500,Diesel,Individual,Manual,First Owner,20.5,1248,91.72,5,209.0,2000.0,Fiat
2017,52412,Petrol,Dealer,Manual,First Owner,18.9,998,67.1,5,90.0,3500.0,Maruti
2012,85472,Diesel,Dealer,Manual,First Owner,12.05,2179,120.0,8,290.0,2800.0,Mahindra
2013,87452,Diesel,Dealer,Manual,Second Owner,22.77,1498,98.59,5,205.0,3250.0,Ford
2008,66530,Petrol,Individual,Manual,Second Owner,18.9,1061,67.0,5,84.0,3500.0,Maruti
2013,40000,Petrol,Individual,Manual,First Owner,18.5,1197,82.85,5,113.7,4000.0,Hyundai
2010,79000,Petrol,Individual,Manual,First Owner,16.8,1497,116.3,5,146.0,4800.0,Honda
2016,50000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,7,240.0,2800.0,Mahindra
2012,60000,Diesel,Individual,Manual,Second Owner,20.3,1248,75.0,5,197.0,1750.0,Fiat
2018,35000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,5,140.0,4000.0,Tata
2015,120000,Diesel,Individual,Manual,First Owner,20.5,1248,91.72,5,209.0,2000.0,Fiat
2017,15000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,5,114.73,4000.0,Hyundai
2013,70000,CNG,Individual,Manual,Second Owner,30.46,796,47.3,5,69.0,3500.0,Maruti
2016,5000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,69.0,3500.0,Maruti
2009,40000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5,62.0,3000.0,Maruti
2019,10000,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,5,114.73,4000.0,Hyundai
2016,25000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,74.5,4000.0,Hyundai
2017,53000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,5,140.0,4000.0,Tata
2014,110000,Diesel,Individual,Manual,Second Owner,12.05,2179,120.0,9,290.0,2800.0,Mahindra
2003,70000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,998,67.1,5,90.0,3500.0,Maruti
2015,75000,Diesel,Individual,Manual,Second Owner,25.8,1498,98.6,5,200.0,1750.0,Honda
2012,70000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5,90.0,3500.0,Maruti
2002,60000,Petrol,Individual,Manual,First Owner,11.96,1298,80.0,8,103.0,4500.0,Maruti
2010,110000,Diesel,Individual,Automatic,Second Owner,12.07,2967,241.4,7,550.0,2750.0,Audi
2013,60000,Diesel,Individual,Manual,First Owner,12.05,2179,120.0,8,290.0,2800.0,Mahindra
2016,70000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5,259.9,2750.0,Hyundai
2010,80000,Diesel,Individual,Manual,Second Owner,23.0,1396,90.0,5,219.67,2750.0,Hyundai
2011,20000,Petrol,Individual,Manual,Second Owner,18.0,995,62.0,5,90.3,4200.0,Chevrolet
2012,110000,Petrol,Individual,Manual,First Owner,16.95,1498,97.7,5,134.0,4000.0,Nissan
2014,40000,Petrol,Individual,Manual,Second Owner,18.9,1197,82.0,5,114.0,4000.0,Hyundai
2015,90000,Petrol,Individual,Manual,Second Owner,18.6,1197,81.83,5,114.7,4000.0,Hyundai
2014,50000,Petrol,Individual,Manual,Second Owner,19.1,1197,85.8,5,114.0,4000.0,Maruti
2001,137000,Petrol,Individual,Manual,First Owner,18.5,796,53.0,5,71.0,3500.0,Daewoo
2015,60000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,114.7,4000.0,Hyundai
2017,30000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5,190.0,2000.0,Maruti
2016,98000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5,259.9,2750.0,Hyundai
2016,50000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7,200.0,1750.0,Maruti
2009,120000,Diesel,Individual,Manual,Third Owner,19.09,1396,69.0,5,135.0,2500.0,Tata
2017,30000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5,113.75,4000.0,Hyundai
2016,40000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5,114.0,3500.0,Tata
2012,90000,Diesel,Individual,Manual,Second Owner,19.0,1405,71.0,5,135.0,2500.0,Tata
2011,80000,Diesel,Individual,Manual,Second Owner,21.9,1396,90.0,5,219.67,2750.0,Hyundai
2007,110000,Diesel,Individual,Manual,Second Owner,17.2,1396,53.5,5,83.36,2500.0,Tata
2017,38000,Petrol,Individual,Manual,Second Owner,23.84,1199,84.0,5,114.0,3500.0,Tata
2017,35000,Petrol,Individual,Manual,Second Owner,23.84,1199,84.0,5,114.0,3500.0,Tata
2014,70000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5,90.0,3500.0,Maruti
2005,125000,Petrol,Individual,Manual,Fourth & Above Owner,19.369999,1248,81.86,5,160.0,3000.0,Hyundai
2010,140000,Diesel,Individual,Manual,First Owner,18.4,1248,75.0,5,190.0,1750.0,Tata
2007,120000,Petrol,Individual,Manual,Second Owner,19.369999,1248,81.86,5,160.0,3000.0,Hyundai
2017,80000,Diesel,Individual,Manual,Second Owner,23.08,1461,63.1,5,160.0,2000.0,Renault
2010,120000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,7,180.0,1500.0,Mahindra
2011,80000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5,90.0,3500.0,Maruti
2015,110000,Diesel,Individual,Manual,Second Owner,25.83,1498,99.0,5,215.0,3000.0,Ford
2012,230000,Diesel,Individual,Manual,First Owner,23.57,1396,70.0,5,140.0,3000.0,Tata
2014,25000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,114.7,4000.0,Hyundai
2019,35000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5,205.0,3250.0,Ford
2011,97000,Petrol,Individual,Manual,Third Owner,19.81,1086,68.05,5,99.04,4500.0,Hyundai
2016,120000,Diesel,Individual,Automatic,First Owner,19.08,1582,126.2,5,259.9,2750.0,Hyundai
2016,120000,Diesel,Individual,Manual,First Owner,23.9,1582,126.32,5,259.8,2750.0,Hyundai
2014,80000,Diesel,Individual,Manual,Second Owner,16.55,2498,105.0,6,247.0,2000.0,Mahindra
2011,60000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5,190.0,2000.0,Maruti
2011,60000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,5,99.04,4500.0,Hyundai
2015,30000,Petrol,Individual,Manual,First Owner,19.1,1197,82.0,5,114.0,4000.0,Hyundai
2016,35000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5,190.0,2000.0,Maruti
2017,25000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,7,330.0,2800.0,Mahindra
2018,40000,Diesel,Individual,Manual,First Owner,21.66,1498,108.62,5,250.0,3000.0,Volkswagen
2017,7000,Petrol,Dealer,Automatic,Second Owner,14.53,1794,138.1,5,173.0,4000.0,Toyota
2017,23456,Petrol,Dealer,Manual,First Owner,18.9,1197,82.0,5,114.0,4000.0,Hyundai
2015,39000,Diesel,Dealer,Manual,First Owner,16.0,2179,140.0,7,330.0,2800.0,Mahindra
2017,15000,Petrol,Individual,Manual,First Owner,17.5,1199,88.7,5,110.0,4800.0,Honda
2013,40000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5,190.0,2000.0,Maruti
2018,15000,Petrol,Dealer,Manual,First Owner,22.0,1197,81.8,5,113.0,4200.0,Maruti
2010,70000,Petrol,Individual,Manual,First Owner,18.6,1199,79.4,5,108.0,4400.0,Chevrolet
2014,40000,Petrol,Individual,Manual,First Owner,19.1,1197,85.8,5,114.0,4000.0,Maruti
2008,136500,Diesel,Individual,Manual,Fourth & Above Owner,12.7,2609,120.0,8,290.0,2800.0,Mahindra
2016,70000,Diesel,Individual,Manual,Second Owner,25.32,1198,77.0,6,190.0,2250.0,Mahindra
2015,90000,Diesel,Individual,Manual,Second Owner,25.1,1498,98.6,5,200.0,1750.0,Honda
1996,32000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4,59.0,2500.0,Maruti
2018,8000,Petrol,Individual,Automatic,Second Owner,20.51,998,67.0,5,90.0,3500.0,Maruti
2015,170000,Diesel,Individual,Manual,First Owner,23.59,1364,67.04,5,170.0,2400.0,Toyota
2000,120000,Diesel,Individual,Manual,Fourth & Above Owner,12.2,1948,68.0,10,117.68,2500.0,Tata
2010,110000,Diesel,Individual,Manual,Third Owner,17.8,1248,75.0,5,190.0,2000.0,Maruti
2016,100000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,7,330.0,2800.0,Mahindra
2009,115000,Diesel,Individual,Manual,Second Owner,13.8,1399,68.0,5,160.0,2000.0,Ford
2008,90000,Diesel,Individual,Manual,Second Owner,17.8,1248,75.0,5,190.0,2000.0,Maruti
2018,40000,Petrol,Individual,Automatic,First Owner,18.2,1199,88.7,5,110.0,4800.0,Honda
2008,55000,Petrol,Individual,Manual,Second Owner,13.9,1599,103.2,5,146.12,3000.0,Hyundai
2007,90000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,62.0,3000.0,Maruti
2014,111000,Diesel,Individual,Manual,First Owner,20.34,1498,103.2,5,250.0,2500.0,Volkswagen
2013,120000,Diesel,Individual,Manual,Second Owner,11.68,2498,112.0,7,260.0,2200.0,Mahindra
2017,15000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,5,115.0,4000.0,Maruti
2016,30000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5,69.0,3500.0,Maruti
2017,50000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5,90.0,3500.0,Maruti
2015,40000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5,259.9,2750.0,Hyundai
2008,50000,Petrol,Individual,Manual,Second Owner,15.3,1396,70.0,5,121.6,2600.0,Tata
2018,45000,Petrol,Individual,Manual,Second Owner,23.84,1199,84.0,5,114.0,3500.0,Tata
2009,80000,Diesel,Individual,Manual,First Owner,13.93,2179,138.0,7,320.0,2700.0,Tata
2012,120000,Diesel,Individual,Manual,First Owner,11.68,2498,112.0,7,260.0,2200.0,Mahindra
2017,100000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,7,195.0,2200.0,Mahindra
2011,120000,Diesel,Individual,Manual,Third Owner,19.3,1248,73.9,5,190.0,2000.0,Maruti
2018,15000,Petrol,Individual,Manual,First Owner,15.8,1591,121.3,5,151.0,4850.0,Hyundai
2017,15000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5,69.0,3500.0,Maruti
2017,15000,Petrol,Individual,Automatic,First Owner,21.21,1197,81.8,5,113.0,4200.0,Maruti
2012,80000,Diesel,Individual,Manual,Second Owner,20.5,1598,103.5,5,250.0,2500.0,Skoda
2011,80000,Diesel,Individual,Automatic,Second Owner,18.1,1991,147.9,4,327.0,2600.0,Chevrolet
2017,19000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,114.7,4000.0,Hyundai
2017,42000,Petrol,Individual,Manual,First Owner,15.29,1591,121.3,5,151.0,4850.0,Hyundai
2012,120000,Diesel,Individual,Manual,First Owner,23.2,1248,73.94,5,190.0,2000.0,Maruti
2019,10000,Petrol,Individual,Automatic,First Owner,19.56,1197,81.8,5,113.0,4200.0,Toyota
2009,110000,Petrol,Individual,Manual,Third Owner,16.5,995,63.0,5,90.3,4200.0,Chevrolet
2009,110000,Petrol,Individual,Manual,First Owner,15.0,1586,104.68,5,1421.96,4100.0,Maruti
2007,90000,Diesel,Individual,Manual,Third Owner,23.57,1396,70.0,5,140.0,3000.0,Tata
2015,90000,Petrol,Individual,Manual,First Owner,15.29,1591,121.3,5,151.0,4850.0,Hyundai
2018,50000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5,219.7,2750.0,Hyundai
2014,50000,Diesel,Individual,Manual,First Owner,25.44,936,56.3,5,142.5,1750.0,Chevrolet
2012,120000,Diesel,Individual,Manual,First Owner,22.3,1248,74.0,5,190.0,3000.0,Tata
2017,40000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5,114.0,3500.0,Tata
2002,62000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,4,59.0,2500.0,Maruti
2018,10000,Petrol,Individual,Manual,First Owner,17.0,1591,121.3,5,151.0,4850.0,Hyundai
2014,160000,Diesel,Individual,Manual,First Owner,25.1,1498,98.6,5,200.0,1750.0,Honda
2010,60000,Petrol,Individual,Manual,First Owner,17.0,1197,80.0,5,160.0,3000.0,Hyundai
2005,60000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,998,67.1,5,90.0,3500.0,Maruti
2014,78000,Diesel,Individual,Manual,First Owner,11.68,2498,112.0,7,260.0,2200.0,Mahindra
2019,30000,Petrol,Individual,Manual,First Owner,20.3,1086,68.0,5,99.0,4500.0,Hyundai
2018,20000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5,205.0,3250.0,Ford
2013,70000,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,5,190.0,2000.0,Maruti
2015,70000,Petrol,Individual,Automatic,Second Owner,18.9,1197,82.0,5,114.0,4000.0,Hyundai
2013,80000,Diesel,Individual,Manual,Second Owner,13.7,2197,138.1,7,320.0,2700.0,Tata
2006,90000,Diesel,Individual,Manual,First Owner,12.7,2609,116.6,8,277.53,2200.0,Mahindra
2010,80000,Diesel,Individual,Manual,Fourth & Above Owner,22.07,1199,73.9,5,180.0,2000.0,Volkswagen
2013,146000,Diesel,Individual,Manual,Second Owner,15.96,2523,62.1,7,195.0,2200.0,Mahindra
2013,47200,Petrol,Individual,Manual,Third Owner,16.1,796,37.0,4,59.0,2500.0,Maruti
2018,60000,Diesel,Individual,Manual,First Owner,15.1,2179,152.87,7,360.0,2800.0,Mahindra
2007,100000,Petrol,Individual,Manual,Second Owner,15.3,1193,65.3,5,102.0,2600.0,Tata
2010,100000,Diesel,Individual,Manual,Second Owner,14.8,2499,80.0,10,186.33,1800.0,Chevrolet
2012,120000,Diesel,Individual,Manual,Fourth & Above Owner,15.3,2956,83.8,7,250.0,2000.0,Tata
2010,80000,Petrol,Individual,Manual,Second Owner,12.5,1794,132.0,5,170.0,4200.0,Toyota
2016,34000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,5,91.0,4250.0,Renault
2017,50000,Diesel,Individual,Manual,First Owner,19.87,1461,83.8,5,200.0,1750.0,Renault
2010,100000,Diesel,Individual,Manual,Second Owner,19.61,1405,70.0,5,160.0,3000.0,Tata
2008,52000,Petrol,Individual,Manual,Second Owner,13.9,1599,103.2,5,146.12,3000.0,Hyundai
2013,110000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,7,200.0,1750.0,Maruti
2015,70000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,114.7,4000.0,Hyundai
2019,10000,Diesel,Individual,Automatic,First Owner,13.8,2999,174.57,7,380.0,2800.0,Isuzu
2019,30000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5,205.0,3250.0,Ford
2018,15000,Petrol,Individual,Manual,First Owner,20.4,1194,94.93,5,120.0,4250.0,Ford
2019,5000,Petrol,Individual,Automatic,First Owner,18.0,1497,117.6,5,145.0,4600.0,Honda
2018,40000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5,205.0,3250.0,Ford
2019,16500,Petrol,Dealer,Automatic,First Owner,13.96,1451,141.0,5,250.0,3600.0,MG
2014,110000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,7,200.0,1750.0,Maruti
2011,72000,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,5,190.0,2000.0,Maruti
2015,60000,Diesel,Individual,Manual,First Owner,27.39,1248,74.0,5,190.0,2000.0,Maruti
1999,100000,Diesel,Individual,Manual,Third Owner,14.8,1998,68.0,5,122.58,3000.0,Mitsubishi
2009,120000,Diesel,Individual,Manual,Fourth & Above Owner,19.369999,1248,81.86,5,160.0,3000.0,Maruti
2015,80000,Diesel,Individual,Manual,First Owner,25.01,1498,89.75,5,204.0,2750.0,Ford
2017,30000,Petrol,Individual,Manual,First Owner,20.89,1197,81.8,5,113.0,4200.0,Maruti
2008,219000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,8,200.06,3400.0,Toyota
2017,80000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5,69.0,3500.0,Maruti
2016,80000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,5,200.0,1750.0,Maruti
2016,35000,Petrol,Individual,Manual,Second Owner,20.85,1197,83.14,5,115.0,4000.0,Maruti
2013,167000,Diesel,Individual,Manual,First Owner,22.3,1248,88.8,5,200.0,3000.0,Tata
2016,94000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5,259.9,2750.0,Hyundai
2012,80000,Petrol,Individual,Manual,First Owner,17.92,1086,62.1,5,96.1,3000.0,Hyundai
1998,100000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4,59.0,2500.0,Maruti
2005,90000,Petrol,Individual,Manual,Second Owner,13.8,1299,70.0,5,104.93,2500.0,Ford
2012,246000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.0,7,200.0,3400.0,Toyota
2019,10000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,5,115.0,4000.0,Maruti
2019,5200,Petrol,Individual,Manual,First Owner,20.3,1199,83.81,5,114.0,3500.0,Tata
2006,120000,Petrol,Individual,Manual,Second Owner,17.3,993,60.0,5,78.0,4500.0,Maruti
2013,90000,Diesel,Individual,Manual,Second Owner,22.9,1248,74.0,5,190.0,2000.0,Maruti
2016,50000,Petrol,Individual,Automatic,First Owner,18.0,1497,117.3,5,145.0,4600.0,Honda
2017,5000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5,113.75,4000.0,Hyundai
2018,10500,Petrol,Individual,Manual,First Owner,18.15,1198,82.0,6,115.0,3600.0,Mahindra
2018,26000,Diesel,Individual,Manual,First Owner,19.6,1461,108.45,5,245.0,1750.0,Renault
2006,40000,Petrol,Individual,Manual,First Owner,11.7,1796,178.0,5,240.26,4500.0,Mercedes-Benz
2010,60000,Petrol,Individual,Manual,Second Owner,14.53,1798,138.0,5,173.0,4000.0,Toyota
2015,25000,Petrol,Individual,Manual,First Owner,15.85,1499,110.4,5,140.0,4400.0,Ford
2011,15000,Petrol,Individual,Manual,First Owner,17.5,1298,85.8,5,114.0,4000.0,Maruti
2012,110000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,5,190.0,2000.0,Maruti
2010,100000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5,190.0,2000.0,Maruti
2007,120000,Petrol,Individual,Manual,First Owner,17.8,1086,63.0,5,96.11,3000.0,Hyundai
2010,55000,Petrol,Individual,Automatic,Second Owner,12.3,1781,163.2,5,224.57,4700.0,Audi
2007,120000,Petrol,Individual,Manual,Third Owner,15.0,1586,104.68,5,1421.96,4100.0,Maruti
2007,35000,Petrol,Individual,Manual,First Owner,18.2,1061,64.0,5,84.0,3500.0,Maruti
2018,13000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5,69.0,3500.0,Maruti
2015,50000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5,190.0,2000.0,Maruti
2012,40000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5,111.7,4000.0,Hyundai
2016,25000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,5,114.73,4000.0,Hyundai
2019,5000,Petrol,Individual,Manual,First Owner,23.87,1197,88.5,5,113.0,4400.0,Toyota
2013,50000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4,59.0,2500.0,Maruti
2014,80000,Petrol,Individual,Manual,Third Owner,18.9,1197,82.0,5,114.0,4000.0,Hyundai
2012,225000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.0,8,200.0,3400.0,Toyota
2015,70000,Diesel,Individual,Manual,First Owner,19.01,1461,108.5,5,248.0,2250.0,Nissan
2015,100000,Diesel,Individual,Manual,First Owner,15.96,2523,63.0,9,180.0,1500.0,Mahindra
2006,90000,Diesel,Individual,Manual,Second Owner,13.1,1493,82.0,5,187.0,2500.0,Hyundai
2010,225000,Diesel,Individual,Manual,Third Owner,14.0,1948,90.0,9,160.0,3000.0,Tata
2016,90000,Diesel,Individual,Automatic,First Owner,15.04,2755,174.5,7,450.0,2400.0,Toyota
2019,6500,Petrol,Individual,Automatic,First Owner,21.21,1197,81.8,5,113.0,4200.0,Maruti
2010,80000,Petrol,Individual,Manual,First Owner,11.96,1298,80.0,8,103.0,4500.0,Maruti
